Expected,Predicted,Content
DEFAULT,COMPLAINT,and ad says kona kona kotak when cant resolve a minor issue imagine the reputation loss on one side
DEFAULT,COMPLAINT,neft done days bck still nt cr to beneficiary callcentre unable help useless unprofessinal guys rnning d show
DEFAULT,REQUEST,followed both your accounts should i also proceed to follow your ceo's account kotak
DEFAULT,REQUEST,kotak securities portal does not show %irr on the stocks bought can u pls look into same
DEFAULT,COMPLAINT,already raised a consumer complaint against your bank kotak you can congratulate your executive for this
DEFAULT,COMPLAINT,request you to please arrange a call back regarding : sr your exec ishita closed the complaint w o informing
DEFAULT,REQUEST,please do
DEFAULT,COMPLAINT,it's been more then a month but this bank don't care would suggest everyone to close their relations
DEFAULT,COMPLAINT,it's been more then a month but this bank don't care would suggest everyone to close their relationship with this bankshame
DEFAULT,COMPLAINT,doesn't care if the customer is suffering bcoz of careless attitude shame on you being a bank
DEFAULT,COMPLAINT,poorva sending mail and required documents for the last days
DEFAULT,COMPLAINT,and you guys keep failing at it poor excuse for a bank
DEFAULT,COMPLAINT,this is completely unprofessional remember customer care is very important in the service sector
DEFAULT,COMPLAINT,my complaint has not been resolved and yet i am getting a mail today saying my complaint has been closed how
DEFAULT,COMPLIMENT,yes sure my mobile no is and thanks
DEFAULT,REQUEST,dm'ed you the details : hoping for a positive response from your end
DEFAULT,COMPLAINT,you ppl are not replying to my mails from weeks this is how you treat your cstmrs i dnt believ u hv dat big user base yet
DEFAULT,COMPLAINT,unable to apply for a credit card on your website
DEFAULT,COMPLAINT,it does not peain to kotak mahindra bank it is for kotak securities read the tweet man
DEFAULT,REQUEST,my salary was than how your employee open maintain a c he don't told me about that plz help me i need your help
DEFAULT,REQUEST,i'm sandeep kumar actully thousand didacted in my account i talk with customer care and go to branch also pls help me
DEFAULT,REQUEST,i have a question can someone please get back to me because everything i have tried till now has failed :
DEFAULT,COMPLIMENT,issue resolved
DEFAULT,COMPLAINT,that is correct but the issue is yet to be resolved
DEFAULT,COMPLAINT,customer service sucks at kotak life insurance and conveniently does not have atwitter handle also : kotaklife
DEFAULT,COMPLAINT,just one reply needed why after months is it mentioned in your charges table why manually deducting charges
DEFAULT,COMPLAINT,i know i am fighting against a wall who will just not agree to their misconduct will surely keep this fight on in other forum
DEFAULT,COMPLAINT,the dangerous point in any deal is * star n ur sheet is full of it which means u intend to cheat people if they do nt notice
DEFAULT,COMPLAINT,why take after months is my concern that amounts to cheating is my point even after a month is dubious
DEFAULT,COMPLAINT,all other banks i deal with take charges immediately which is best you know ur charges before taking the service
DEFAULT,COMPLAINT,every bank takes a charge and i am fine with it but you need to tell not take it discreetly thats my point why the time lag
DEFAULT,COMPLAINT,your sheet has so many * stars which itself shows the intention of cheating if u want to charge then write the figure why a *
DEFAULT,COMPLAINT,chetting the customer and not replying
DEFAULT,COMPLAINT,whytake charges after months why so secretly why is there no fixed date charges to be deducted why take twice demat chrgs
DEFAULT,COMPLAINT,thats my point why no clarity why a * star ink gets wasted to write the charges what do u mean by applicable charges
DEFAULT,COMPLAINT,in my yrs association with this bank its pathetic to see such downfall of this bank hopeless service
DEFAULT,COMPLAINT,i am being charged twice in a month for demat account wow this proves that cheating nature the heights of downfall
DEFAULT,COMPLAINT,in mail u write charges being reversed and in actual you charge more times which tantamount to cheating and dishonouring
DEFAULT,COMPLAINT,are u collecting money for merger with ing from us by abnormally charging us this is looting
DEFAULT,COMPLAINT,you take charges at whims and fancies of god know whom u take charges without any reason so the perfect name is cheatsssss
DEFAULT,COMPLAINT,a kind request to u cheaters to stop calling me from different zones i have never seen bigger cheaters than you its lala bank
DEFAULT,COMPLAINT,hi been trying to connect with you all since days and your lines have been busy and haven't received any call back
DEFAULT,REQUEST,hope this tym u ll resolve my issue unlike raising sr and then close without resolution
DEFAULT,REQUEST,can i get an update
DEFAULT,REQUEST,in your net banking portal taxes paid yesterday hasn't been confirmed even after hours no challans stuck with my it returns
DEFAULT,COMPLAINT,i am unable to undrstand whats the issue with your bank
DEFAULT,REQUEST,its over days and no resolution mail call from kotak yet what shd i do
DEFAULT,COMPLAINT,you really need a month to respond to an email
DEFAULT,SUGGESTION,you guys need to better the quality of people you recruit
DEFAULT,COMPLAINT,please be specific and provide the number where we can directly contact the customer care officer
DEFAULT,COMPLAINT,if u are charging on a toll free number then y the hell we need to listen all unrelated promotional offers
DEFAULT,MISCEALLANEOUS,branch is lavelle road bangalore
DEFAULT,COMPLAINT,had called up customer care for the same they said they wont do it and did not register the complaint
DEFAULT,COMPLAINT,fed up with services never give deal with i buy such a pathetic and dishonour bank evr
DEFAULT,COMPLAINT,trying to reach since morning
DEFAULT,REQUEST,th day of twitter followup th day of branch request dtd sep pls reply on reversal original docs return
DEFAULT,REQUEST,crn no repeated request to cancel india mart ecs mandate is to no avail kindly resolve the issue
DEFAULT,REQUEST,help me resolve this issue
DEFAULT,REQUEST,i have spoken to one of the irresponsible customer care executive minutes ago she didn't understand concern can someone
DEFAULT,COMPLAINT,taking home loan from kotak is mental torture i am not in audit but they are forcing me for ca attestation
DEFAULT,COMPLAINT,i am applying third time they don't give anything in writing everything is verbal with tough condition
DEFAULT,COMPLAINT,why kotak is forcing me for ca attestation while i am not in audit they don't have transparency
DEFAULT,COMPLAINT,taking home loan from kotak is mental torture i am not in audit but they are forcing me for ca attestation
DEFAULT,COMPLAINT,noida branch is helpful but ur preet vihar delhi branch is very rude and uncooperative
DEFAULT,REQUEST,is it charged as prepaid or postpaid it's hardly days i have opened the account
DEFAULT,REQUEST,yes thanks for ur cooperation i hope it wl get closed this time
DEFAULT,REQUEST,but i was not informed about the charges at the time of opening savings account i would like to know frequency of charges
DEFAULT,MISCEALLANEOUS,you can reach me on
DEFAULT,REQUEST,pls help i am getting this error since days urgent help required i am trying to update address
DEFAULT,REQUEST,please contact me as soon as possible
DEFAULT,COMPLAINT,i have tried many time your credit card customer care no but your customer care executive does not support me
DEFAULT,COMPLAINT,feeling cheated
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,REQUEST,this issue
DEFAULT,COMPLAINT,charges as annual fee i visited branch office ecil hyderabad telangana i have not received any response can
DEFAULT,REQUEST,charges as annual fee i visited branch office ecil hyderabad telangana i have not received any response can some one addres
DEFAULT,COMPLAINT,hello team i have opened savings account in october without any clue my account was debited with for debit card
DEFAULT,REQUEST,i hv international credit card do i need to activate international transactions or i can directly start swiping wen abroad
DEFAULT,COMPLAINT,got a phishing call from + the lady representing asked for credit card details and cvv
DEFAULT,REQUEST,how much more time needed for knowing the update
DEFAULT,COMPLAINT,unhandled complains no i i no solution and fake committments onl
DEFAULT,MISCEALLANEOUS,part taim job without investment earn daily taipjoin and whatsaap no +
DEFAULT,COMPLAINT,ny update u r following most unethical banking practice n surprisingly u keep justifying itrequest u ve sm professionalism
DEFAULT,REQUEST,i would like to change my bank what is the procedure please let me know
DEFAULT,COMPLAINT,kotak chor company not bank fraudmanagement
DEFAULT,COMPLAINT,pathetic service not getting service
DEFAULT,COMPLAINT,do u know what is my issue i have calling last days n not getting solution running behind u n
DEFAULT,COMPLAINT,do u know what is my issue i have calling last days n not getting solution running behind u n
DEFAULT,COMPLAINT,do u know what is my issue i have calling last days n not getting solution running behind u n fuck off
DEFAULT,COMPLAINT,hey i have been getting emails statements from your bank please note that i do not have any account with your bank
DEFAULT,COMPLIMENT,hey appreciate you trying to help the sister concern isn't a kotak bank issue read the tweet
DEFAULT,COMPLAINT,i am disappointed that after crediting money to account you guys are deducting money for nmc not interested to continue
DEFAULT,COMPLAINT,pathetic service not getting service
DEFAULT,COMPLAINT,pathetic service not getting service
DEFAULT,COMPLAINT,issue still unresolved for my query regarding transaction ref:
DEFAULT,REQUEST,doesn't even pertain to kotak bank please read
DEFAULT,REQUEST,let's talk if you are interested in next edition of at bangalore
DEFAULT,REQUEST,let's talk if you are interested in next edition of at bangalore
DEFAULT,COMPLAINT,nothing bank can't help me with please let me know it's really annoying raised service request no
DEFAULT,COMPLAINT,tried reaching customer care they said can't help if i don't have transaction decline slip have i lost my money is dere cont
DEFAULT,COMPLAINT,team nd time in a row swiped my card at merchant money got deducted transaction got failed at merchant cont
DEFAULT,REQUEST,can i get some responses from bapunagar ahmedabad gujarat branch and make this guy to maintain dignity with the customers
DEFAULT,COMPLAINT,the first bad experience with the service from bapunagar ahmedabad branch almost a month to open a new account
DEFAULT,COMPLIMENT,many thanks very much appreciated :
DEFAULT,COMPLAINT,sr: raised rgdg credit card issue arnd sep' but no response as yet against your days turn around time
DEFAULT,COMPLAINT,you fooled me i repent now y i paid emi for yrs
DEFAULT,COMPLAINT,m not going to pay emi hereafter mark it as npa
DEFAULT,COMPLAINT,since anywhich ways u are charging me overdue instead of paying all emi this tym i should be adamant
DEFAULT,COMPLAINT,actually i am irritated with all ur stupid explanations that u are giving since a years tym now n d issue still unresolved
DEFAULT,COMPLAINT,you have confirmed on mail that charges cant b waived off to which i hav askd u to mark loan as npa as i won't pay like fool
DEFAULT,REQUEST,will wait for your call but wanted to understand why is this call all have been put across in a mail
DEFAULT,REQUEST,very strange i am getting all the calls don't know how you are unable to reach please call tomorrow at am
DEFAULT,COMPLAINT,respected sir i have an idea to achieve more and gain revenue as well as customer so for my suggestion please revert me thnx
DEFAULT,COMPLAINT,why are you guys operating if you cant help customers
DEFAULT,COMPLAINT,when will u strt letting ur customers like me know before taking money out of the a c the bank is urs nt the money in the a c
DEFAULT,REQUEST,pl check your inbox if you please
DEFAULT,REQUEST,yes i have hope to get issues resolved in a week
DEFAULT,REQUEST,hey any update
DEFAULT,COMPLAINT,lets make money simple to do that lets make processes more complicated notfunnyseriouslyapplause
DEFAULT,REQUEST,thanks for the prompt response hope it gets resolved soon and would not get repeated
DEFAULT,MISCEALLANEOUS,application form no: branch ongole
DEFAULT,COMPLAINT,do you reply at twitter or through email or you customer grievances is for show only bad support
DEFAULT,COMPLAINT,applied for savings account on october still under processing activated my account in hours in
DEFAULT,MISCEALLANEOUS,post success major indian banks all client experiment blockchain tech
DEFAULT,COMPLAINT,yesterday rs was deducted from my account without any confirmation also in your lazy aap nothing is mentioned there
DEFAULT,COMPLAINT,m i cracking a joke over here seriously i had never seen this kind of pathetic services
DEFAULT,COMPLAINT,till today haven't received update on request nor request completed unable to understand delay of months for a small request
DEFAULT,COMPLAINT,such poor service
DEFAULT,COMPLAINT,no update so far we are surprise to see such a slowness from kotak bank
DEFAULT,COMPLAINT,cash delivered at homebut why would you put customers security at risk a big van with gunman for petty amount
DEFAULT,REQUEST,for crn no is account opened or not no social points received also no transction points for the transctions
DEFAULT,REQUEST,as requested i have sent you the screenshot of order page over dm where its mentioned that it was a no cost emi please check
DEFAULT,MISCEALLANEOUS,done
DEFAULT,REQUEST,hi can i get an update on your investigation
DEFAULT,COMPLAINT,you should have been prepared today for this to not happen net banking server down not good
DEFAULT,MISCEALLANEOUS,the registered number is i can currently be reached on
DEFAULT,COMPLAINT,please check with your branch official before posting they are saying that they can not do anything it is with central team
DEFAULT,REQUEST,this time i need a call back on prority basis
DEFAULT,COMPLAINT,what wrong with you guys still i have not receive any mail if u guys required the snap short of inbox i will send
DEFAULT,COMPLAINT,visits branch calls at customer care days of interaction with loan executive still waiting patheticservice
DEFAULT,COMPLAINT,offering 'a range of financial services' w o any knowledge of service rm addressing a customer w o a salutation lol
DEFAULT,COMPLAINT,lovely your rm in delhi doesn't even bother to address his client with a salutation uncalled for shameful
DEFAULT,COMPLAINT,nothing new in your reply did you call me why did you ask for my number and did not call why no reply to mail service mails
DEFAULT,COMPLAINT,got the same standard reply maintain amb of k but my issue is why now after years you are asking suddenly
DEFAULT,COMPLAINT,shame th day of twitter followup rd day of branch request dtd sep no reversal closure executed no reply
DEFAULT,COMPLAINT,feeling cheated
DEFAULT,REQUEST,any update
DEFAULT,COMPLAINT,your recovery dept kalina branch from mumbai mr vijay solanki disturbing me regarding loans recovery
DEFAULT,COMPLAINT,your service at kandivli west branch is really dis appointing complaint registered since a month not been answered yet
DEFAULT,COMPLAINT,uncessary charges credit extra fees
DEFAULT,REQUEST,i'm based in london have dm you my contact number my st posts has snapshot of branch details they know me very well
DEFAULT,COMPLAINT,why should i waste my money for applying a new card applying for a new card is chargeable right
DEFAULT,COMPLAINT,the machine is able to read the card then y shud i change my card it's prob wit ur servers u need to update servers
DEFAULT,COMPLAINT,days no reply shame not banking with you bye
DEFAULT,COMPLAINT,no update on refund
DEFAULT,COMPLAINT,uday sir look at this failure of commitments by ur team openly on social media not received a single call
DEFAULT,REQUEST,i want it on bank paper or i will have to get it stamped by ur bank to approve it wil i be charged for stamping
DEFAULT,REQUEST,i want last month bank statement how to get that netbanking it provides excel sheet is thr month optn pls guide
DEFAULT,COMPLAINT,my issue is still pending
DEFAULT,COMPLAINT,how will you investigate without getting the details from me
DEFAULT,COMPLAINT,hiiii before days i raise a request on your email id but my query is resolved yet wrost service
DEFAULT,COMPLAINT,surrised that to close the car loan i need to travel to cp branch from fbd is challenged technically
DEFAULT,REQUEST,i want to pre pay my car loan online how do i proceed not getting any hep
DEFAULT,SUGGESTION,your services are not really good for vehicle loans ete i want to get rid of your services
DEFAULT,REQUEST,please be a little fast i had already waited days for my amount to get credited
DEFAULT,MISCEALLANEOUS,did that
DEFAULT,COMPLAINT,took more than days to open current account after opening it up didnt activate online banking and i had to visit tim
DEFAULT,COMPLAINT,from august u ppl are solving this issue i would like to change my saving account now
DEFAULT,COMPLAINT,ur credit card team just fails respond even after days of continuous follow ups degraded service standards
DEFAULT,REQUEST,axis bank told to communicate kotak
DEFAULT,COMPLAINT,try pnb or idbi i hate kotak
DEFAULT,REQUEST,i dmed you the details pls check the same thanks
DEFAULT,COMPLAINT,i hate psu's they've extremely bad way of treating their customers i'll go likes of or
DEFAULT,REQUEST,hey there is no update on this kindly update i hv already shared my contact details :
DEFAULT,REQUEST,interest charged even after opting for no cost emi for my purchase on using my cc please look into it waive it off
DEFAULT,COMPLAINT,days are complete still my cashback isn't credited to my account i have the reciept also for the same stating cb details
DEFAULT,COMPLAINT,purchased samsung s three months back paid through kotak dr card was entitled to get %cb within days still didn't got it
DEFAULT,REQUEST,how much time will u take
DEFAULT,COMPLAINT,the quality of atm machines of or their banking services is as good as mcd bmc office will take your money and show zero
DEFAULT,COMPLAINT,feel scared to approach a atm machine now horrible horrible
DEFAULT,COMPLAINT,atm machines should mention cards issued for foreigners will not be given money but will help deduct your balances sham
DEFAULT,SUGGESTION,dear i get my quarterly statement today which states the name of a relationship manager who left yr back update records
DEFAULT,COMPLAINT,thank you pls tell the bank manager next time don't promise me days for credit card she's let the whole bank down
DEFAULT,COMPLAINT,have a cheque coming in tomorrow you're putting my credibility at risk this is very irresponsible
DEFAULT,COMPLAINT,service request no: made a complaint days back nothing has come out of it
DEFAULT,COMPLAINT,crn no money debited from the account twice for credit card payment why do you guys keep doing this
DEFAULT,COMPLAINT,seriously u all guys make fake commitments to customer then not responding to us hate the service bank r b
DEFAULT,COMPLAINT,seriously u all guys make fake commitments to customer then not responding to us hate the service bank r better lik
DEFAULT,COMPLAINT,even ur nodal service officer has not replied to my emails for last months s
DEFAULT,COMPLAINT,need to fly london delhi to get this resolved share email address to send ticket invoice for re imbu
DEFAULT,COMPLAINT,staff doesnt responds to emails say mailbox not working for months common you own
DEFAULT,COMPLAINT,again given deadline of day last week issue still not resolved a case of wrong deb
DEFAULT,COMPLAINT,even after days of payment kotak bank is not settling my a c getting only false commitments
DEFAULT,SUGGESTION,it would be really appreciated if ur collection executive doesn't come at my doorstep payment will b made installments
DEFAULT,REQUEST,manager called me and assured me that dd will given by coming monday hopefully he will be committed this time
DEFAULT,MISCEALLANEOUS,done
DEFAULT,REQUEST,i was trying to book a ticket but amount got deducted but ticket not booked please help
DEFAULT,COMPLAINT,very bad service my friend is paying her monthly due but she is been told to clear full outstanding to get card active strange
DEFAULT,MISCEALLANEOUS,see this
DEFAULT,COMPLAINT,we hate and kotakprime ltd for their unprofessional way of handling their customers
DEFAULT,MISCEALLANEOUS,mr sumit sain was kb employee at vasant vihar br the attached are the whatsapp chat wh
DEFAULT,COMPLAINT,i got the answer that no matter what you say kb will never accept despite the clear evidence thanks for no redressal
DEFAULT,COMPLAINT,yes i'm able to use it in atms my card is not blocked time out message at pos appears most of the time not all the time
DEFAULT,MISCEALLANEOUS,other bank cards for successful swipe at pos in almost all supermarkets
DEFAULT,COMPLAINT,ur otp sms service and debit card swipe are pathetic at pos it usually gives me a timeout message i'm forced use
DEFAULT,COMPLAINT,unfortunately it is only an email with no resolution and to surprise the operations manager asked me to provide investment
DEFAULT,MISCEALLANEOUS,i have submitted the evidence of whatsapp chat and the answer is same share the email id and will send to you all details
DEFAULT,COMPLIMENT,thnks to giving a chance to visit club mahindra resort superb living experience der hope t
DEFAULT,REQUEST,if you need details i will provide you details thanking you in anticipation
DEFAULT,REQUEST,dear sir we are living at tahsil place we desperately need a nationalise bank hope u may interested it's a business hub
DEFAULT,MISCEALLANEOUS,ok looking for a fruitful association
DEFAULT,COMPLAINT,dear any dynamic access code or activation keys that u sending me r not reaching me somehow just not reaching how do i log in
DEFAULT,COMPLIMENT,got very quick and positive response from really appreciate my crn priyanka
DEFAULT,COMPLIMENT,really appreciate kotak bank and thanks to priyanka for quick response on my issue
DEFAULT,COMPLAINT,unfortunately u still did not consider it appropriate to answer my query
DEFAULT,MISCEALLANEOUS,finally urs executive suggest me to close down all transactions with us we can do nothing bye bye
DEFAULT,COMPLAINT,as other bank open an saving a c within a day you taken month but still completed
DEFAULT,COMPLAINT,where is my credit card more than a month now
DEFAULT,COMPLAINT,not really finally i solved my own prob by closing the s b a c had to approach my org to change my salary a c pathetic
DEFAULT,COMPLAINT,do u ve ny timeline updat me on ur unethical illegal practice u can't use my mony ur expense
DEFAULT,COMPLAINT,could u please update me y my sb a c was debitedu need understand it's my money u don't have right use it at ur will
DEFAULT,SUGGESTION,when customer quotes his a c number bank should be able to tell status of each cheque at least which were not cleared
DEFAULT,COMPLAINT,when i ask for status you ask for cheque number why are you not tracking each cheque number that c
DEFAULT,REQUEST,how does one pay for your personal emi through net banking today is my due date and your incompetent support folks can't help
DEFAULT,COMPLAINT,your cheque processing system is flawed when will you fix it payee should get to know status with
DEFAULT,COMPLAINT,i did not get even a simple sms what if i forgot to ask you the status
DEFAULT,MISCEALLANEOUS,i dmed you my contact number
DEFAULT,COMPLIMENT,hey no issues : glad you listen to your customers custserv
DEFAULT,COMPLAINT,when a cheque fails to credit why are you not informing customer do you throw away such cheques without informing
DEFAULT,REQUEST,how much time more u need
DEFAULT,COMPLIMENT,thnks to giving a chance to visit club mahindra resort superb living experience der hope t
DEFAULT,COMPLAINT,as other bank open an saving a c within a day you taken month but still completed entire process
DEFAULT,REQUEST,waiting for update hope this wait proves worthy
DEFAULT,REQUEST,cheque pick up service very poor please take immediate action
DEFAULT,COMPLAINT,hell guys i have opened an account with u guys days ago but till now the account is not active yet
DEFAULT,REQUEST,hi i want to unblock my credit card tried calling but number is not working please help
DEFAULT,COMPLAINT,appreciate twitter team for quick response but i am bearing for more than a week you can understand why people choose pl ty
DEFAULT,COMPLAINT,check you message i have given full detail about my issue my phone number crn also very frustrating to see kotak bank svc
DEFAULT,REQUEST,application form no: contact number: need urgent and quick action
DEFAULT,REQUEST,asking for maintaining k as amb when it has been converted to savings account years back why waking up now
DEFAULT,COMPLAINT,since years salary is not getting credited to my account till that time bank ppl were sleeping and now suddenly they wokeup
DEFAULT,COMPLAINT,my account was with ing vysya after acquiring by kotak bank fee increased now asking for k as amb
DEFAULT,REQUEST,i m interested open trinity a c with kotak in mg road blr branch can u ask ur expert to call me and explain
DEFAULT,COMPLAINT,bank is dependent to single person or bank usually do the same with customer this is the worst experience thank you
DEFAULT,COMPLAINT,from last days branch official is saying your request is with central team we cant commit say do anything
DEFAULT,REQUEST,i can't trust on ur services u d't care cx requirements wat is the process shutdown my account return credit card
DEFAULT,COMPLAINT,this is for your info i don't want to complaint against anybody i made more than times call to that person
DEFAULT,COMPLAINT,i have applied for personal loan wk before loan approved but for last days i am getting tortured for dd
DEFAULT,COMPLAINT,sir after going through worst and pathetic service i am tweeting to you i have salary account in your bank
DEFAULT,MISCEALLANEOUS,shantiek: critical bring convenience your customer into your biz has of the best rates banking mob app
DEFAULT,MISCEALLANEOUS,there are opportunities opportunity lies in volatility power woman shanti ekambaram of at
DEFAULT,MISCEALLANEOUS,there are opportunities opportunity lies in volatility power woman shanti ekambaram of at
DEFAULT,COMPLAINT,i got money instead of k from axis bank atm and m a customer of
DEFAULT,COMPLAINT,u people are working from august this is not gonna workout
DEFAULT,COMPLAINT,not to be trusted
DEFAULT,REQUEST,plz contact to to know the matter
DEFAULT,REQUEST,how much longer do i have to wait for an update
DEFAULT,REQUEST,my request via for closure of salary account is still not processed please update me the status of the process
DEFAULT,MISCEALLANEOUS,part time job without investment earn for information type join and message me on whatsapp
DEFAULT,REQUEST,and please talk to each other and solve my issue
DEFAULT,COMPLAINT,i want my money back within days otherwise i would like to change my bank
DEFAULT,COMPLAINT,when u people are planning to return my money back from august m raising complaint no actions nothing
DEFAULT,COMPLIMENT,thnks to giving a chance to visit club mahindra resort superb living experience der hope t
DEFAULT,COMPLAINT,shame th day of twitter followup st day of branch request dtd sep no reversal closure executed no reply
DEFAULT,REQUEST,too high tat can i expect any revert on sr
DEFAULT,REQUEST,too high tat can i expect any revert on sr
DEFAULT,COMPLIMENT,thnks to giving a chance to visit club mahindra resort superb living experience der hope to see u again
DEFAULT,COMPLIMENT,appreciate swift response shared grievance hoping positive response thx for the support
DEFAULT,MISCEALLANEOUS,banks test blockchain transactions
DEFAULT,REQUEST,u search the details n let me know
DEFAULT,COMPLAINT,sir already asked for resend the courier but not get any information my name is manish mohan keshri
DEFAULT,REQUEST,yes it's plz call me tom first thing i will tell u in detail
DEFAULT,COMPLAINT,same on you yet i have not received my card no response from customer care same on
DEFAULT,COMPLAINT,same on you yet i have not received my card no response from customer care same on
DEFAULT,COMPLAINT,same on you yet i have not received my card no response from customer care same on
DEFAULT,COMPLAINT,today i got a mail regading the same where mr sandeep asking for the further process let see if he could do that soon
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,COMPLAINT,i have dm an issue pending for my corporate account since months even after multiple follow ups its not yet resolved contd
DEFAULT,COMPLAINT,i will but that's not solution to my banks support number not being reachable
DEFAULT,COMPLAINT,i keep calling this number and it either says busy or not reachable
DEFAULT,COMPLAINT,silra guy i was in queue more than minutes ur service sucks
DEFAULT,COMPLAINT,actually axis is worst i m facing worst service at axis
DEFAULT,COMPLAINT,i am not getting any response from kotak legal team kolkata urgently need to collect deed from dlf almost mn no respons
DEFAULT,COMPLAINT,i am trying to call your customer care for some urgent help waited for mins no one took my call
DEFAULT,COMPLAINT,when i get callback from your bank nothing happens when someone press '' then what's the purpose of cal
DEFAULT,COMPLAINT,they are deducting money for no reason
DEFAULT,COMPLAINT,thanks for reversing d charges bt still few r pending i e for yestrdy today onwards u should better take care such charges
DEFAULT,COMPLAINT,when i get callback from your bank nothing happens when someone press '' then what's the purpose of callback
DEFAULT,COMPLAINT,i am trying to call your customer care for some urgent help waited for mins no one took my call
DEFAULT,COMPLAINT,is freaking me by draining all my money no help till now
DEFAULT,COMPLAINT,tore notes of denomination rs at atm are very frequent now a days can't u check n provide good notes
DEFAULT,REQUEST,just opened family ac one of my account has been charged for debit card fees i believe it's free for st year help me
DEFAULT,COMPLIMENT,i apologize for the below tweet thanks to your recent response i now know that i was referring to
DEFAULT,REQUEST,i have sent you a detailed response now i expect you to do something about this and my pending issue as well
DEFAULT,COMPLIMENT,really happy to be part of this bank very caring supporting customer service staff thank you for the past experience
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,COMPLIMENT,awesome support by you guys today thanks a ton
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,MISCEALLANEOUS,this was the same thing you guys said last time
DEFAULT,REQUEST,kindly activate my jifi account for crn no
DEFAULT,COMPLAINT,still no ac in the atm at bandra west thtime can't you afford a new ac hot in the atm and the door is always open worst
DEFAULT,REQUEST,how much time does it take to open a saving account in your bank it's been a week and yet no response from branch
DEFAULT,COMPLAINT,the ones appointed as relationship managers should at least know the schedule of charges banking
DEFAULT,REQUEST,please reach me
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info: ascen
DEFAULT,MISCEALLANEOUS,join md at for an inspiring talk more info:
DEFAULT,REQUEST,whats the procedure to close my account do it possible online or i must have to go branch
DEFAULT,MISCEALLANEOUS,dm sent thanks
DEFAULT,COMPLAINT,no transparency by debited my account after one month
DEFAULT,REQUEST,can anyone help
DEFAULT,REQUEST,need statement my biz loan been running from branch to customercare to loan guys past week but no result can some help
DEFAULT,COMPLAINT,so for no fault of mine i should pay the difference in currency i shouldn't have used travel card at all from your bank
DEFAULT,COMPLAINT,ponzi scheme consumer to pay a difference in currency rate when you didn't let him use the money
DEFAULT,COMPLAINT,all customer relation mangers too busy to handle an emergency poorcustomerservice
DEFAULT,REQUEST,i have msgd my contact details awaiting your reply :
DEFAULT,REQUEST,will anyone come forward with answer can you process reversal n closure today if not today then by what date
DEFAULT,COMPLAINT,my money is been drained up in the name if imps without any reason need refund immediately
DEFAULT,COMPLAINT,wanted to inform from nxt month onwards i will not pay the loan wen u charge bcoz of ur fault why will i pay the loan thanks
DEFAULT,COMPLAINT,my money is been drained up in the name if imps without any reason need refund immediately
DEFAULT,COMPLAINT,please find alternate solutions to help customer and not trouble them this is my third complaint on tweeter
DEFAULT,COMPLAINT,thanks for the mail this over due charges has levied due to kotaks fault i won't b paying
DEFAULT,COMPLAINT,very pathetic service at sco branch in gurgaon the bank was closed to load cash causing unnecessary trouble to cust
DEFAULT,COMPLAINT,agree at icici i have experienced wait times of up to mins theirs is paid too
DEFAULT,MISCEALLANEOUS,i didn't realize that but it's ok the wait time is more important
DEFAULT,COMPLAINT,appreciate ur work for ppls right first time ever i recived this type of mail frm bank nice work ind
DEFAULT,REQUEST,local fellow not using discretion if other banks can do why can't you please provide documents for settling claim
DEFAULT,REQUEST,thank you all for your super cool entries in myhelicoptershot contest winners please dm your contact details to claim
DEFAULT,COMPLAINT,their toll free is awful too other day when i tried wait time told by the bot was some one hour
DEFAULT,COMPLAINT,could u pls arrange a call back i've got serious issue with bank manager
DEFAULT,REQUEST,when i am trying to open: this shows you are not authorized to view this page why
DEFAULT,MISCEALLANEOUS,no you can't
DEFAULT,REQUEST,i am a customer of your bank do resolve this issue
DEFAULT,REQUEST,dear sir if u have the answer to my query pls respond i am being harassed by ur official on this pretext
DEFAULT,REQUEST,the sad part is even simple queries and requests take days why not be a frontrunner and improve r
DEFAULT,COMPLAINT,i don't understand why banks need working days to respond to complaints why not hrs this one from
DEFAULT,COMPLAINT,i want to say an only single word to kotak bank that is shut down this stupid bank you theft my money i have proof
DEFAULT,COMPLAINT,i want to say an only single word to kotak bank that is shut down call me if you want to contact me
DEFAULT,COMPLAINT,eight days since i funded for new sb a c account still not opened totally disappointed jifistatus
DEFAULT,REQUEST,i am ing vysya cutomer please suggest customer care number all kotak number does not work from my reg mobile
DEFAULT,REQUEST,where can i visit for study loan
DEFAULT,COMPLAINT,keeptrackofurkotakaccount produce proof in order to get back the money should i approach rbi or cnsumercourt
DEFAULT,MISCEALLANEOUS,keeptrackofurkotakaccount bnk hs debited the amount of canceled txn at a pos after month n asking cntd
DEFAULT,REQUEST,any update for case sr:
DEFAULT,COMPLAINT,now a customer has to worry about the security of money in your bank do u evn care to respond worst bank
DEFAULT,COMPLAINT,you can not handle a reversal n closure in days still no firm commitment shame irresponsible saynotokotak
